Identifier,Dhatupatha,Dhatu,Pratyaya,Artha,Gana,Pad,Karmak,It_Sign,English_Meaning,Hindi_Meaning
०१.००८९,८४),श्रङ्क्,श्रकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"श्रङ्क्,श्रकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go,to move)",जाना
०१.००९०,८५),श्लङ्क्,श्लकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"श्लङ्क्,श्लकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go,to move)",जाना
०१.००९१,८६),शङ्क्,शकिँ,शङ्कायाम्,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"शङ्क्,शकिँ, शङ्कायाम् ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to doubt,to suspect)","शंका करना, संशय करना"
०१.००९२,८७),अङ्क्,अकिँ,लक्षणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"अङ्क्,अकिँ, लक्षणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go, to blame,to censure,to condemn, to insult, to ridicule, to revile, to criticise)","चिह्न करना, टेढा जाना"
०१.००९३,८८),वङ्क्,वकिँ,कौटिल्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"वङ्क्,वकिँ, कौटिल्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be crooked, to bend, to move in curve)","वक्र होना, टेढा होना, दुष्टता करना, नमना, टेढ़ा जाना"
०१.००९४,८९),मङ्क्,मकिँ,मण्डने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"मङ्क्,मकिँ, मण्डने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to decorate)","संवारना, अलंकृत करना"
०१.००९५,९०),कक्,ककँ,लौल्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"कक्,ककँ, लौल्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be proud,to be unsteady,to be thirsty)","गर्व करना, चञ्चल होना, प्यासा होना"
०१.००९६,९१),कुक्,कुकँ,आदाने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"कुक्,कुकँ, आदाने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to take,to accept,to seize)",लेना
०१.००९७,९२),वृक्,वृकँ,आदाने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"वृक्,वृकँ, आदाने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to accept,to seize)",लेना
०१.००९८,९३),चक्,चकँ,तृप्तौ प्रतीघाते च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"चक्,चकँ, तृप्तौ प्रतीघाते च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to be satisfied, to be contended, to repel, to cheat, to betray)","तृप्त होना, संतुष्ट होना, चकमा देना, धोखा देना"
०१.००९९,९४),कङ्क्,ककिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"कङ्क्,ककिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१००,९५),वङ्क्,वकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"वङ्क्,वकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०१,९६),श्वङ्क्,श्वकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"श्वङ्क्,श्वकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०२,९७),त्रङ्क्,त्रकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"त्रङ्क्,त्रकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०३,९८),ढौक्,ढौकृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"ढौक्,ढौकृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०४,९९),त्रौक्,त्रौकृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"त्रौक्,त्रौकृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०५,१००),ष्वष्क्,ष्वष्कँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"ष्वष्क्,ष्वष्कँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०१०६,१०१),वस्क्,वस्कँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"वस्क्,वस्कँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
